1383272101	ASlavitt	Andy Slavitt
412724347	Costellocarey	#StelloVision
183133891	candicekp	Candice Patton
372891057	Aly_Raisman	Alexandra Raisman
752553910993317888	IeshiaEvans	Ieshia Evans
4726534534	BlairImani	Blair Imani
497474968	Graytness_10	Allisha Gray
337538661	Sin_City_803	sindarius thornwell
28875667	TonyMorrellGCI	Tony Morrell
45426932	TheBigSpur247	TheBigSpur.com
281754653	cmanduley	Christina Manduley
215207998	kurteichenwald	Kurt Eichenwald
767390002418425856	CamillePrasad1	Camille
366353448	Moore_Darnell	Darnell L. Moore
2815138596	itsrednotginger	Alyssa Weinstein
37671249	LAIspeakers	Leading Authorities
376326358	lionel_anderson	Mr. Anderson
4259281635	DevynsKeith	Devyn Keith
353952064	WillowShields	Willow Shields
312314261	IndraPetersons	Indra Petersons
4563038477	AnyaMartin23	Anya Martin
2728567462	julmar_512	Julie Marie
4883512020	asktrier	TRIER (say tree-air)
42065669	StanfordSteve82	Stanford Steve
586254277	EstatePorn	Estate Porn 
370228158	ZachStrader	Zach Strader
3298064012	BannekerPride	Dr. Duke Bradley III
407474647	RichOnOWN	Rich Cruse
17466132	AJentleson	Adam Jentleson
2232111613	DWilkins21	Dominique Wilkins
832734342463975425	MahmoudAbdulRau	Mahmoud Abdul-Rauf
373959228	ZingShaw	Zing Shaw
22018258	MsPotts_ESPN	Keri Potts
27649623	MarcJSpearsESPN	Marc J. Spears
36159887	willpowerpacker	Will Packer
43404609	TakeoSpikes51	Takeo Spikes, M.B.A
17292143	ATLHawks	Atlanta Hawks
268574796	pebbles2day	Pebbles
96150201	Shermichael_	Shermichael
16513335	votevets	VoteVets
204026449	MrsAdrienneBosh	Adrienne Bosh
3320582550	plattwlh	WendyHarrifordPlatt
803987587622899713	sellers2018	Ready for Bakari
26133429	Alex_Roarty	Alex Roarty
22433923	KPegula	Kelly Pegula
2724146642	AndySchapiro	Andrew Schapiro
54617733	BerniceKing	Be A King
18379614	RubinReport	Dave Rubin
778798705	DonnaFEdwards	Donna Edwards
18294521	blackrepublican	BLACK CONSERVATIVE
89114700	TutiDaBoss	Tuti Da Boss
2423635813	Lilifinkle	liora finkel
46769281	gucci1017	Gucci Mane
225261138	JorgeOnMyMind	george
27029537	APStylebook	AP Stylebook
29860364	KekePalmer	 K e k e 
221982059	RLSmothers	Roderick L. Smothers
157140968	KendallJenner	Kendall
15816711	soniamoghe	Sonia Moghe
42085971	MiaStJohnBoxer	Mia St. John
714803670	cassius_stanley	Cassius Stanley
826213096477904896	FutureCNN	FutureCNN
56028287	freeformin	ms. bliss
289483672	Hummmmmbaby	Kelly
20813112	dlippman	Daniel Lippman
17033353	AnthonyNBCNews	Anthony Terrell
299925182	ShibaRussell	Shiba Russell
989397451	UNCF	UNCF
331211313	CBSNewsPress	CBS News PR
17134268	CBSThisMorning	CBS This Morning
3911239745	ThePerezHilton	Perez
322858751	MatinaKings	Matina
101782947	Farah_Pandith	Farah Pandith
30457335	Shaair	Monica Dogra
20616741	steveschale	Steve Schale
47566850	pejvahdat	Pej Vahdat
1542228578	JDVance1	J.D. Vance
27806647	om3	Otis Moss, III
751078669599244290	HelpMe_GoHome	Help Me Go Home
761705273765588992	MacdellaCooper	MacdellaCooper
246939630	shannonrwatts	Shannon Watts
60242617	J0rdan0re0	Jordan
4707381252	JW_Watch	JW Watch
184136149	MarkHalperin	Mark Halperin
21891609	paolamendoza	Paola Mendoza
17303935	msladyjustice1	Carmen Perez
248462774	TamikaDMallory	Tamika D. Mallory
27187343	lsarsour	Linda Sarsour
23095870	ARProject	Malaak Compton-Rock
15415604	jamiaw	jamiaw
226222147	PeteButtigieg	Pete Buttigieg
78231411	KyungLahCNN	Kyung Lah
49067535	damienwoody	Damien Woody
2332617303	NickMerrill	Nick Merrill
21867341	jmpalmieri	Jennifer Palmieri
3153892631	RobbyMook	Robby Mook
31420071	dwoodyd	DeWayne Woods
128218634	jgm41	Jim McGrath
417802349	LauraAJarrett	Laura Jarrett
737333759872249856	jordanthomas80	Jordan Thomas
20472641	MalikYoba	Malik Yoba
19023793	byronpitts	Byron Pitts
93241358	ReaganWorld	Michael Reagan
24881388	summerbrennan	Summer Brennan
346353711	YaraShahidi	Yara shahidi
32767923	JillHennessy	Jill Hennessy
15993122	dsamuelsohn	Darren Samuelsohn
288363743	matthewjdowd	Matthew Dowd
462169232	ec_schneider	Elena Schneider
1357975226	OfficeGovEthics	U.S. OGE
57715566	KathrynMilofsky	KateM
55369810	KateBennett_DC	Kate Bennett
38508305	WK_Kellogg_Fdn	WKKF
811357584863019008	thedaytoheal	Racial Healing Day
1084375028	JasonMillerinDC	Jason Miller
47957440	paulabroadwell	Paula Broadwell
343070092	TDebblay	Tanya
14384907	tomperriello	Tom Perriello
84734907	KristenClarkeJD	Kristen  Clarke
473605749	ZoeKravitz	Zoe Isabella Kravitz
506429053	Martina	Martina Navratilova
216881337	RandPaul	Senator Rand Paul
120159536	LeinzCNN	Leinz Vales
17928714	triciaharris	Tricia Harris
3125720528	BBPAC	BB
27949795	Janaye_Ingram	Janaye Ingram
58475301	NoaSe	Noa Segre
2772011144	AmbRedaMansour	Reda Mansour
3385982687	ElroySailor	Elroy P. Sailor
254714249	TheCauldron	The Cauldron
17889421	bexmarie	Rebecca Raskind
57423358	TylerMitchellSC	Tyler J. Mitchell
13058772	LinkedIn	LinkedIn
228580505	SakajaJohnson	Sakaja Johnson
68813782	susie_meister	Susie Meister
1433677386	BeFitGyms	Fitness Motivation
14072605	USCAiken	USC Aiken
44369257	804StreetMedia	Lance Cooper
779282687391567872	VBTheWise	VBTheWise
21369113	ABC7Erin	Erin Hawksworth
14326245	HAlanScott	H. Alan Scott
79827261	JennaWolfe	Jenna Wolfe
2847134819	mel_bough	Melissa Boughton
4484115214	MarkHertling	Mark Hertling
7019512	shannoncoulter	Shannon Coulter
11640472	anamariecox	Ana Marie Cox
41620493	NewLacCity	Lac
137862496	PatMcAfeeShow	Pat McAfee
98372459	InsideTheLeague	Neil Stratton
59250433	lezvma	lezama
2519727917	MJFR00	Malik Frazier
394214329	ZimmermanRob	Robert Zimmerman
27233950	PJMORTON	PJ MORTON
125671323	IAKandel	(((Ian Kandel)))
3334522169	BruceDunkins	Bruce Dunkins
17874544	Support	Twitter Support
92182754	iamtikasumpter	Tika Sumpter
40684090	FeministaJones	Fem B. Wells
25905177	NicoleBWJCL	Nic B.
185877122	laurnwilliams	Lauren N. Williams
